row_idx	labels
605	46=1;57=1;100=1;101=1;144=1
606	1=1;40=1;115=1
607	40=1;115=1;231=1
608	3=1;40=1;50=1;112=1;115=1;187=1;232=1
609	4=1;19=1;40=1;44=1;115=1;231=1
610	12=1;13=1;19=1;22=1;40=1;44=1;115=1
611	24=1;25=1;28=1;40=1;115=1;177=1
612	12=1;19=1;40=1;115=1;231=1
613	24=1;28=1;40=1;115=1;231=1
614	22=1;73=0.5;215=0.5
615	2=1;23=1;45=1;50=1;103=0.5;110=0.5
616	1=1;2=1;3=1;31=1;50=1;103=0.5
617	4=1;45=1;125=1;189=1
618	4=1;15=0.5;45=1;60=0.5
619	15=0.5;30=1;45=1
620	1=1;4=1;15=1;45=1
621	15=1;45=1;72=1
622	15=1;32=1;72=1;123=1
623	15=1;55=1;72=1
624	72=1;177=1;232=1
625	15=1;55=1;164=1
626	12=1;35=1;41=1;84=0.5;107=1;165=1;198=1;200=1
627	12=1;35=1;41=1;107=1;165=1;198=1
628	12=1;22=1;31=1;35=1;41=1;84=1;90=0.5;107=1;165=1;174=1
629	26=1;28=1;34=1;41=1;76=1;107=1
630	24=1;28=1;34=1;35=1;73=1;75=1;107=1;238=0.5
631	15=0.5;43=1;89=1;110=1
632	4=1;5=1;36=1;43=1;110=1
633	1=1;3=1;36=1;43=1;62=1;110=1;171=1
634	12=1;18=1;36=1;43=1;71=1;73=1;110=1
635	43=1;73=1;110=1;192=0.5
636	17=1;18=1;19=1;36=1;43=1;84=0.5;96=1;110=1;123=1;198=1
637	17=1;18=1;36=1;43=1;95=1;110=1;123=1;133=1
638	28=1
639	24=1;25=1;26=1;28=1;36=1;43=1;110=1;130=1
640	2=1;20=1;37=1;41=1;107=1
641	4=1;23=1;93=1
642	1=1;36=1;41=1;107=1;125=1
643	12=1;30=1;36=1;37=1;41=1;51=1;71=1;107=1
644	12=1;17=1;41=1;85=1;107=1;148=1;165=0.5;198=1
645	24=1;27=1;28=1;69=1;77=1
646	4=1;37=1;42=1;102=1;166=1;194=1
647	17=1;21=1;24=0.5;37=1;42=1;102=1;166=1;194=1
648	4=1;5=1;7=1;21=1;37=1
649	12=1;13=1;16=1;37=1;42=1;70=1;73=1;102=1;166=1;194=1
650	17=1;20=1;21=1;37=1;123=1
651	17=1;20=1;93=1;123=1;159=0.5
652	17=1;21=1;37=1;55=1;123=1
653	12=1;17=1;55=1;123=1
654	28=1
655	24=1;25=1;28=1;37=1;42=1;68=1;102=1;166=1
656	26=1;37=1;42=1;102=1;135=1;166=1
657	128=1;147=1;188=1
658	12=1;17=1;18=1;38=0.5;39=1;46=1;85=1;113=1;122=1;146=1;225=1;256=1
659	24=1;26=1;34=1;46=1;75=1;134=1;177=1;225=1
660	11=1;39=1;57=1;98=1;100=1;204=1
661	4=1;99=1;100=1
662	99=1;100=1;101=1;144=1
663	1=1;2=1;49=1;114=1;208=1
664	12=0.5;49=1;60=1;114=1;174=1
665	4=1;10=1;18=1;46=1;49=1;60=1;114=1;123=1;174=1
666	12=1;13=1;21=1;49=1;60=1;70=1;114=1;174=1
667	24=1;25=1;28=1;30=0.5;49=1;60=1;69=1;77=1;114=1
668	27=1;28=1;49=1;114=1;178=1
669	8=1;20=1;36=1;93=1;125=0.5
670	4=1;8=1;22=1;36=1;93=1;231=1
671	22=1;36=1;90=1
672	4=1;5=1;29=1;36=1;90=1
673	12=1;13=1;20=1;36=1;70=1;71=1;90=1;133=1;183=0.5
674	57=1;100=1;101=1;144=1;171=1
675	24=1;25=1;26=1;28=1;36=1;68=1;130=1
676	24=1;38=1;39=1;82=1;97=1;125=1;204=1
677	17=1;23=1;38=1;39=1;82=1;86=1;97=1;204=1;244=0.5
678	4=1;5=1;39=1;84=1;97=1;244=1
679	4=1;8=1;38=1;86=1;244=1
680	12=1;13=1;38=1;39=1;71=1;86=1;183=1;204=1
681	12=1;39=1;84=1;86=1;96=1;161=1;163=1
682	4=1;36=1;85=1;173=1
683	12=1;13=1;36=1;47=1;85=1;173=1
684	36=1;57=1;100=1;101=1;144=1
685	19=1;24=0.5;44=1;63=0.5;106=1;177=0.5;202=1
686	24=1;28=1;69=1;78=1;106=1;177=1;202=1
687	1=1;2=1;37=1;42=1;102=1;166=1
688	12=1;23=1;37=1;42=1;45=1;102=1;166=1
689	12=1;17=1;21=1;37=1;42=1;102=1;166=1
690	4=1;29=1;56=1
691	4=1;18=1;39=1;97=1;210=1
692	12=1;13=1;39=1;70=1;97=1;210=1
693	23=1;38=1;39=1;82=1;86=1;97=1;204=1;244=1
694	4=1;14=0.5;81=0.5;244=1
695	27=1;28=0.5;39=1;86=1;97=1;158=0.5;244=1
696	19=1;39=1;98=1;100=1
697	12=1;39=1;98=1
698	23=1;39=1;98=1
699	24=1;26=1;28=1;39=1;73=1;98=1;130=1
700	5=1;30=1;46=1;67=1;183=1;225=1
701	128=1;147=1;188=1
702	14=1;26=1;38=1;42=1;79=1;102=1;116=1;166=1
703	38=1;177=1;208=1
704	12=1;22=1;41=1;44=1;57=1;100=1;172=1
705	4=1;22=1;41=1;44=1;90=1;172=1
706	4=1;8=1;41=1;57=1;62=1;90=1;172=1
707	4=1;41=1;57=1;172=1
708	12=1;22=1;41=1;57=1;100=1;172=1
709	15=1;18=1;41=1;57=1;172=1
710	43=0.5;57=1;100=1;144=1
711	24=0.5;39=1;61=1;73=1;97=1;118=1;125=1
712	51=1;56=1;120=1
713	2=1;3=1;104=1;119=1;146=1;201=1
714	31=1;104=1;107=0.5;201=1
715	46=1;49=1;114=1;125=1;189=1
716	3=1;46=1;49=1;114=1;153=1;171=1
717	12=1;31=1;49=1;114=1;165=1;174=0.5
718	3=1;17=1;18=1;43=1;49=1;66=0.5;89=1;114=1;151=1;171=1;173=0.5;200=1;232=1
719	3=1;27=1;28=1;171=1
720	3=1;32=1;49=1;50=0.5;66=0.5;72=0.5;114=1;147=1;164=1;171=1;256=1
721	2=1;82=1;125=1;176=0.5;189=1
722	20=1;86=1;245=0.5
723	24=1;26=1;28=1;69=1;73=1;82=1;86=1;130=1;177=1
724	20=1;37=1;60=1;108=1;181=1;182=1
725	5=1;12=0.5;21=1;48=1;137=1;252=1
726	48=1;137=1;173=0.5;252=1
727	31=1;48=1;73=1;78=1;137=1;252=1
728	24=0.5;31=1;48=1;73=1;252=1
729	24=1;38=1;82=1;84=1
730	38=1;82=1;84=1;137=1;154=1;233=0.5
731	4=1;31=0.5;37=1;41=1;107=1
732	12=1;17=1;37=1;41=1;107=1;132=0.5
733	15=1;37=1;41=1;72=1;107=1
734	4=1;37=1;41=1;62=1;81=0.5;107=1
735	37=1;41=1;107=1;164=1
736	98=1;146=1;195=1
737	39=1;98=1;100=1;146=1;195=1
738	23=1;39=1;98=1;100=1;145=1
739	39=1;98=1;100=1;145=1
740	18=1;57=1;100=1;101=1;123=1;144=1
741	30=1;100=1;144=1
742	71=1;100=1;127=1
743	47=1;106=1;202=1;219=1
744	4=1;7=1;106=1;202=1;219=1
745	1=1;44=1;106=1;202=1;219=1
746	27=1;56=0.5;143=0.5
747	68=1;129=1;190=1
748	12=1;146=1;219=1
749	95=1;219=1
750	15=0.5;26=1;27=1;177=1;219=1
751	27=1;106=1;202=1;219=1
752	19=0.5;23=1
753	3=1;50=1;63=1;125=1;189=1
754	4=1;50=1;63=1;72=1;231=1
755	10=1;19=1;44=1;50=1;63=1;72=1;121=1;231=1
756	121=1;180=1
757	4=1;157=1
758	27=1;34=1;75=1;157=1;180=1;221=0.5
759	1=1;2=1;42=1;102=1;166=1;254=1
760	28=0.5;43=0.5;110=0.5;151=0.5;153=1
761	27=1;28=1;42=1;102=1;166=1
762	24=1;26=1;42=1;68=1;82=1;102=1;166=1;177=1
763	1=1;3=1;42=1;102=1;166=1;171=1
764	3=1;42=1;102=1;166=1;171=1;199=0.5;232=1
765	31=1;42=1;82=1;102=1;119=1;166=1;171=1;254=0.5
766	23=1;39=1;57=1;98=1;99=1;100=1;145=1
767	100=1;144=0.5
768	23=1;39=1;98=1;100=1
769	57=0.5;216=0.5
770	7=1;57=1;99=1;100=1
771	12=1;44=1;57=1;73=1;99=1;100=1;191=1;231=1
772	20=1;40=1;115=1;170=1;174=1;201=1;219=1
773	15=0.5;20=1;40=1;115=1
774	28=1;40=1;115=1;201=1;207=1
775	33=1;40=1;74=1;115=1;201=1;207=1
776	26=1;27=1;28=1;82=1;90=1;156=1
777	128=1;147=1;188=1
778	4=1;37=1
779	4=1;82=1;86=1
780	4=1;86=1;219=0.5
781	27=1;179=1;245=0.5
782	24=1;28=1;86=1;179=1;245=1
783	14=0.5;28=1;72=1;79=0.5;81=0.5;177=1
784	24=1;25=1;26=1;28=1;69=1;82=1;86=1;130=1
785	16=1;31=1;86=1;183=1
786	30=1;39=1;53=0.5;97=1;125=1
787	39=1;97=1;100=1;193=1
788	4=1;39=1;97=1;193=1
789	12=1;39=1;97=1;193=1
790	4=1;6=1;14=0.5;60=1
791	14=1;46=1;60=1;79=1;180=0.5;221=0.5
792	14=1;26=1;46=1;60=1;79=1
793	27=1;34=1;75=0.5;177=1
794	12=0.5;73=1;108=0.5;179=0.5
795	27=1;60=1;82=1;108=1;179=1
796	38=1;56=0.5
797	26=1;28=1;60=1;77=1;108=1
798	11=1;45=1;90=1;170=1
799	39=1;45=1;97=1;170=1;210=0.5
800	12=1;13=1;16=1;31=1;39=1;45=1;90=1;183=1
801	12=1;67=1;88=1;183=1
802	21=1;88=1;179=1
803	11=0.5;37=1;60=1;109=1;132=0.5
804	12=1;37=1;46=1;109=1;133=0.5
805	18=0.5;21=1;45=1;170=1;179=1
806	12=1;21=1;48=1;73=1;186=1;252=1
807	26=1;73=1;88=1;130=1;177=1;252=1
808	7=1;17=1;26=1;48=1;73=1;88=1;130=1;186=1;252=1
809	48=1;73=1;186=1;252=1
810	26=1;48=1;73=1;177=1;186=1;252=1
811	4=1;7=1;45=1;104=1;148=1
812	12=1;20=1;45=1;104=1;148=1;236=0.5
813	24=1;25=1;38=1;68=1;82=1;129=1;220=1
814	27=1;28=1;30=1;77=1
815	20=1;36=1;82=1;84=1;159=0.5
816	27=1;62=1;84=1;156=0.5;164=1
817	1=1;2=1;82=1;103=1
818	2=1;103=1;111=0.5
819	4=1
820	14=0.5;18=1;38=1;81=1
821	27=1;28=1;82=1;103=1;156=1
822	14=1;32=1;50=1;103=1;128=0.5;147=1;164=1
823	4=1;7=1;37=1;109=1
824	15=0.5;17=1;37=1;109=1
825	12=1;13=1;30=1;37=1;109=1
826	7=1;31=1;37=1;73=1;186=0.5
827	17=1;37=1;109=1
828	12=1;17=1;26=1;37=1;57=1;71=1;109=1
829	24=0.5;48=1;125=0.5
830	47=1;48=1;104=1;219=1;228=1;252=0.5
831	2=1;48=1;164=1
832	44=1;48=1;73=1;104=1;121=1;201=1;219=1;231=1;252=0.5
833	4=1;5=1;24=0.5;39=1;97=1
834	24=1;25=1;26=1;39=1;68=1;73=1;97=1;130=1
835	14=1;46=1;104=1;159=1;182=1
836	14=1;18=1;26=1;37=1;46=1;79=1;104=1;109=1;159=1;182=1
837	12=1;37=1;46=1;109=1;235=1
838	24=1;28=1;37=1;104=1
839	24=1;37=1;68=1;82=1;129=1
840	29=1;37=1;46=1;66=0.5;231=1
841	12=0.5;231=1
842	28=1;31=1;37=1;104=1;159=1
843	37=1;60=1;108=1;159=1;245=0.5
844	6=0.5;14=1;37=1;46=1;70=1;104=1;159=1;182=1
845	7=1;231=1
846	23=1;47=1;64=1;91=1
847	4=1;8=1;30=1;47=1;93=1
848	12=1;22=1;47=1
849	22=1;47=1
850	47=1;64=1;91=1
851	20=1;47=1
852	24=1;38=1;82=1
853	4=1;5=1;38=1;82=1;168=1;204=1;205=1
854	24=1;82=1;85=1;156=0.5;161=1
855	12=1;24=1;25=1;28=1;38=1;82=1;85=1;171=1
856	49=1;82=1;114=1;125=1
857	4=1;66=1;82=1;119=1;212=1
858	4=1;49=1;86=1;114=1;244=1
859	12=1;17=1;18=1;39=1;49=1;86=1;97=1;114=1;123=1;174=1;204=1
860	26=1;28=1;34=1;49=1;76=1;114=1
861	28=1;49=1;53=0.5;86=1;97=1;114=1;174=1
862	4=1;7=1;103=1;104=0.5
863	28=1;57=1;100=1;101=1
864	4=1;7=1;82=1;88=1;155=1;186=1
865	73=1;88=1
866	15=0.5;88=1
867	12=1;71=1;82=1;88=1
868	12=1;21=1;24=0.5;73=1;82=1;88=1;197=1
869	24=1;26=1;73=1;88=1;130=1
870	24=1;26=1;73=1;88=1;130=1;177=1
871	128=1;147=1;188=1
872	12=1;19=0.5;37=0.5;45=0.5;57=1;73=1
873	24=1;27=1;28=1;69=1;178=1
874	3=1;31=1;43=1;64=1;73=1;103=1;110=1;171=1;186=1;187=1
875	37=1;45=1;125=1
876	4=1;37=1;57=0.5
877	12=1;37=1;61=0.5;235=1
878	14=1;26=1;79=1;87=1;98=1;141=1;145=0.5
879	24=0.5;26=1;68=1;82=1;87=1;98=1;177=1
880	128=1;147=1;188=1
881	5=1;12=1;37=1;46=1;93=0.5;158=0.5
882	19=1;20=1;36=0.5;96=0.5
883	12=1;41=1;106=1;202=1
884	4=1;7=1;41=1;106=1;202=1
885	19=1;44=1;57=1;106=1;202=1;231=1
886	4=1;12=1;36=1;44=1;62=1;73=1;101=0.5;106=1;202=1
887	24=1;25=1;28=1;69=1;78=1;106=1;202=1
888	23=1;98=1;100=1;125=0.5
889	12=1;22=1;98=1;100=1
890	23=1;98=1;100=1
891	99=1;100=1;191=1
892	4=1;99=1;100=1
893	128=1;147=1;188=1
894	2=0.5;190=1;201=1
895	26=1;142=0.5
896	15=0.5;27=1;46=1;53=1;201=1
897	12=1;46=1;201=1
898	201=1;216=0.5
899	164=1
900	23=1;44=1;72=1;231=1
901	1=1;2=1;44=1;231=1
902	19=1;31=1;164=1;227=0.5
903	147=0.5;188=1
904	4=1;8=1;93=1
905	42=1;57=1;100=1;101=1;144=1;166=1
906	11=1;36=1;82=1;92=1;93=1
907	19=1;22=1;27=1;36=1;57=1;92=1;100=1
908	16=1;24=0.5;36=1;92=1;93=1;183=1
909	4=1;82=1;84=1;86=1
910	12=1;13=1;36=1;82=1;84=1;86=1;96=1;161=1;162=1
911	12=1;17=1;19=1;36=1;82=1;84=1;86=1;163=1
912	24=1;26=1;28=1;38=1;69=1;82=1;86=1;130=1
913	128=1;147=1;188=1
914	23=1;42=1;84=1;102=1;166=1
915	2=1;34=1;35=1;42=1;102=1;166=1;173=1;238=1
916	12=1;28=0.5;42=1;85=1;102=1;166=1
917	24=1;26=1;28=1;42=1;82=1;85=1;86=1;102=1;166=1;177=1;218=0.5
918	27=1;28=1;85=1;173=1;221=0.5
919	5=1;27=1;85=1;173=1;221=0.5
920	3=1;43=1;106=1;107=1;110=1;153=1;202=1
921	12=1;20=1;43=1;94=1;110=1;202=1
922	28=1;43=1;77=1;110=1;202=1
923	1=1;84=1;100=1;137=0.5;170=1
924	1=1;38=1;84=1;96=1;170=1
925	4=1;8=1;84=1;98=1;100=1
926	100=0.5;170=1;192=0.5
927	12=1;22=1;100=1;170=1
928	19=1;57=1;100=1;170=1
929	1=1;37=1;41=1;85=1;107=1;176=1
930	14=1;26=0.5;37=1;60=1;71=1;127=1;185=1
931	14=1;26=1;37=1;41=1;60=1;79=1;103=0.5;107=1;148=1
932	12=1;13=1;37=1;60=1;108=1;133=0.5
933	24=1;25=1;26=1;28=1;60=1;69=1;108=1;130=1
934	1=1;19=0.5;20=1;82=1
935	12=1;19=1;20=1;22=1;44=1;82=1
936	12=0.5;34=1;49=1;82=1;86=1;114=1;224=1;253=1
937	26=1;34=1;49=1;76=1;114=1
938	28=1;49=1;114=1
939	37=1;93=1
940	4=1;7=1;93=1
941	12=0.5;93=1;243=1
942	17=1;93=1;243=1
943	28=1;37=1;42=1;77=1;102=1;166=1
944	31=1;42=1;102=1;166=1;204=1;234=1
945	12=1;17=1;42=1;102=1;166=1;204=1;217=1;234=1
946	24=1;28=1;42=1;73=1;102=1;166=1;204=1;234=1
947	4=1;7=1;82=1;155=1
948	19=0.5;82=1;88=1;177=0.5
949	4=1;26=1;27=1;29=1;57=1;82=1;88=1;130=1
950	12=1;13=1;16=1;17=1;21=1;82=1;88=1
951	24=1;25=1;26=1;28=1;68=1;82=1;88=1;130=1;177=1
952	12=1;72=1;177=1
953	4=1;7=1;19=1;44=1;99=1;100=1
954	12=1;44=1;73=1;88=0.5
955	24=1;26=1;28=1;44=1;73=1;130=1
956	24=1;26=1;73=1;82=1;129=1;130=1;156=1
957	4=1;19=1;20=1;92=0.5;100=0.5
958	12=1;13=1;46=1;70=1
959	12=1;19=1;46=1;57=1;100=1;101=1;123=1
960	12=1;19=1;20=1;57=1;71=1;123=1
961	20=1;67=0.5;92=0.5
962	28=1;77=1;78=1
963	28=1;36=1;78=1;163=1
964	4=1;41=1;61=1;118=1;167=1
965	12=1;41=1;60=1;84=1;108=1;167=1;176=1
966	38=1;82=1;84=1;86=1;125=1
967	12=1;13=1;18=1;82=1;84=1;86=1;122=1;123=1
968	17=1;38=1;82=1;84=1;86=1;118=0.5;159=1;161=1;245=1
969	1=1;14=1;38=1;81=1;82=1;84=1;86=1
970	4=1;6=1;14=1;65=1;81=1
971	12=1;14=1;150=1
972	27=1;28=1;38=1;68=1;82=1;84=1;86=1;248=1
973	12=1;14=1;30=1;62=1;65=1;81=1;82=1;84=1;85=1;86=1
974	4=1;8=1;64=1;82=1;206=1
975	20=1;24=0.5;62=1;64=1;82=1;88=1;206=1
976	24=1;26=1;62=1;64=1;73=1;82=1;206=1
977	24=1;28=1;64=1;68=1;82=1;206=1
978	31=1;64=1;82=1;88=1;206=1
979	23=1;34=1;35=1;82=1;92=1
980	2=1;12=1;40=1;42=1;51=1;77=1;115=1
981	12=1;24=1;25=1;28=1;69=1;200=1
982	1=1;62=1;105=1
983	12=1;19=1;44=1;105=1
984	128=1;147=1;188=1
985	12=1;13=1;36=1;46=1;84=1;109=1;176=1
986	49=1;82=1;87=1;114=1;247=1
987	3=1;4=1;49=1;82=1;114=1;247=1
988	1=1;49=1;82=1;114=1;247=1
989	26=1;34=1;49=1;76=1;82=1;87=1;114=1;247=1
990	84=1;87=1;247=1
991	29=1;49=1;82=1;87=1;114=1;247=1
992	27=1;34=1;49=1;82=1;87=1;114=1;247=1
993	28=1;49=1;82=1;87=1;114=1;120=1;247=1
994	27=1;34=1;49=1;114=1;158=1
995	12=1;23=1;50=1;89=0.5;121=1;145=0.5
996	3=1;50=1;89=1;121=1;131=1;154=1;214=1
997	24=1;82=1;87=1;104=1
998	1=1;3=1;61=1;118=1;227=0.5
999	4=1
1000	11=1;61=1;118=1;132=1
1001	26=1;27=1;28=1;61=1;77=1;118=1
1002	34=1;61=1;76=1;118=1;200=1
1003	1=1;61=1;72=1;118=1
1004	1=1;38=1;82=1;85=1;86=1;113=1
1005	12=1;17=1;18=1;38=1;82=1;84=1;85=1;86=1;113=1;137=1
1006	20=1;42=0.5;102=0.5;169=0.5;177=1
1007	18=1;70=1
1008	12=1;38=1;132=1
1009	24=1;26=1;28=1;69=1;130=1
1010	24=1;25=1;38=1;82=1;177=1;220=1
1011	23=1;93=1;94=1
1012	12=1;14=1;60=1;81=1;93=1
1013	28=0.5;37=1;38=1;42=1;60=1;77=1;78=1;93=1;95=1;177=1
1014	16=1;31=1;147=1;183=1
1015	128=1;147=1;188=1
1016	12=1;13=1;19=1;36=1;163=1;200=1
1017	27=1;28=1;65=1;120=1;163=1;178=1
1018	23=1;98=0.5;206=1
1019	4=1;98=1;100=1;206=1
1020	12=1;18=1;98=1;100=1;206=1
1021	7=1;99=1;100=1
1022	99=1;100=1;144=1
1023	24=1;28=1;46=1;150=1;169=1
1024	12=0.5;44=1;57=1;100=1;137=0.5
1025	23=1;44=1;100=1
1026	22=1;44=1;57=1;100=1
1027	31=0.5;44=1;164=0.5
1028	19=1;44=1;57=1;100=1
1029	5=0.5;22=1;44=1;57=1;100=1;231=0.5
1030	44=1;57=1;100=1
1031	5=1;22=1;44=1;57=1;100=1;231=1
1032	3=1;43=1;46=1;153=0.5
1033	12=1;22=1;38=1;46=1
1034	28=1;177=1
1035	28=1;43=1;177=1
1036	28=1;43=1;60=1;62=1;105=1;109=1
1037	105=1;177=1;208=0.5
1038	4=1;105=1;177=1;208=0.5
1039	4=1;6=1;7=1;67=1;75=1;105=1;177=1
1040	12=1;13=1;16=1;30=1;71=1;73=1;105=1;208=1
1041	21=1;24=1;25=1;105=1;177=1;208=1
1042	24=1;36=1;82=1;84=1;125=1
1043	20=1;24=1;36=1;62=0.5;82=1
1044	4=1;7=1;82=1;155=1
1045	24=1;26=1;28=1;68=1;73=1;82=1;84=1;130=1;177=1
1046	12=1;13=1;16=1;24=0.5;67=1;71=1;82=1;93=1;183=1;215=0.5
1047	17=1;23=1;46=1
1048	17=1;22=1;46=1
1049	4=1;5=1;7=1;24=1;46=1;73=1
1050	15=0.5;18=1;23=1;46=1;72=1;123=1
1051	15=1;46=1
1052	4=1;15=1;164=1
1053	4=1;45=1;103=1;202=1
1054	12=1;13=1;46=1;73=1;103=1;150=0.5;202=1
1055	17=1;20=1;21=1;45=1;46=1;150=1
1056	24=1;25=1;26=1;28=1;68=1;77=1;103=1;177=1;202=1
1057	125=1;201=1
1058	4=1;201=1;227=1
1059	4=1;7=1;201=1;227=1
1060	15=0.5;19=1;201=1
1061	31=1;111=1;153=0.5;201=1;237=0.5
1062	12=1;20=1;38=1;82=1;201=1
1063	84=0.5;190=0.5;201=0.5
1064	26=1;82=1
1065	20=1;68=1;82=1;129=1
1066	38=1;46=1
1067	5=1;56=1;190=1
1068	61=0.5;118=0.5
1069	31=1;84=0.5;165=1;201=1;227=1
1070	111=1;201=1;237=1;250=0.5
1071	201=1;227=1
1072	24=1;26=1;28=1;82=1;89=1;179=1
1073	23=1;36=1;92=1;200=1
1074	4=1;7=1;19=1;44=1;95=1
1075	12=1;46=1;105=1
1076	17=1;20=1;22=1;46=1;105=1
1077	46=1;105=1
1078	16=1;67=1;105=1;183=1
1079	24=1;26=1;28=1;30=1;69=1;93=1;105=1;130=1
1080	128=1;147=1;188=1
1081	4=1;7=1;37=1;45=1;57=0.5
1082	12=1;13=1;37=1;45=1;71=1
1083	20=1;38=1;46=1;60=1;169=1;182=1
1084	20=1;36=1;161=0.5
1085	128=1;147=1;188=1
1086	26=1;27=1;28=1;45=1;62=1;77=1;90=0.5;177=1
1087	4=1;7=1;203=1
1088	38=1;84=0.5
1089	4=1;38=1;84=0.5
1090	4=1;82=1;84=0.5;156=1
1091	24=1;38=1;68=1;82=1;84=1;134=1;156=1;248=1
1092	4=1;7=1;47=1;64=1;91=1
1093	1=1;29=0.5;31=1;47=1;119=0.5
1094	12=1;47=1;179=1;235=1
1095	24=1;26=1;28=1;37=1;38=1;47=1;60=1;177=1
1096	4=1;30=1;47=1;87=1;127=1;185=1
1097	2=1;168=1;201=1;246=1
1098	4=1;14=1;81=1;82=1;84=1;204=1;246=1
1099	1=0.5;38=1
1100	14=1;18=1;38=1;82=1;132=1
1101	14=1;38=1;68=1
1102	24=1;25=1;38=1;82=1;220=1
1103	1=1;2=1;37=1;42=1;102=1;166=1
1104	4=1;6=1;8=1;37=1;42=1;102=1;166=1
1105	24=1;25=1;26=1;28=1;37=1;42=1;68=1;102=1;166=1;177=1
1106	31=1;37=1;42=1;62=1;73=1;102=1;127=1;166=1;185=0.5
1107	128=1;147=1;188=1
1108	128=1;147=1;188=1
1109	1=1;87=1;113=1
1110	12=0.5;85=1;87=1;113=1;173=1;218=1;256=0.5
1111	24=1;25=1;28=1;69=1
1112	73=1;82=1;86=1;125=1
1113	3=1;12=1;63=1;82=1;86=1;220=1
1114	12=1;63=1;82=1;86=1;89=1
1115	128=1;147=1;188=1
1116	10=1;105=1;180=1
1117	15=1;72=1;79=1;105=1;135=0.5;180=1
1118	15=1;105=1;180=1
1119	4=0.5;56=1;120=0.5
1120	24=1;25=1;28=1;69=1;85=1;173=1;218=1
1121	4=1;19=1;44=1;46=1
1122	17=1;22=1;46=1;57=1
1123	12=1;13=1;46=1;57=1;71=1
1124	100=1;101=1;144=1
1125	28=1;43=1;46=1;109=1;110=0.5
1126	128=1;147=0.5;188=1
1127	17=1;39=1;86=1;113=0.5;146=1;219=1;256=0.5
1128	12=1;39=1;82=1;85=1;86=1;97=1;129=1;204=1
1129	24=1;26=1;28=1;177=1
1130	1=1;3=1;66=1;82=1;119=1;171=1
1131	5=1;24=0.5;43=1;66=1;82=1;89=1;151=1;171=1;179=1
1132	24=1;25=0.5;69=1;82=1;179=1
1133	24=1;25=0.5;67=1;73=1;82=1
1134	27=1;179=1
1135	17=1;18=1;150=1;159=1
1136	4=1;7=1;43=1;66=1;82=1;89=1;110=1;151=1
1137	14=0.5;28=0.5;68=1;82=1;129=1
1138	27=1;28=0.5;209=1;239=0.5
1139	26=1;28=1;79=1;148=1;177=1
1140	82=1;125=1;189=1
1141	10=1;34=1;82=1;225=1
1142	26=1;34=1;46=1;76=1;82=1;225=1
1143	27=1;82=1;225=1;237=0.5
1144	34=1;180=1;225=1;256=0.5
1145	82=1;225=1;256=0.5
1146	24=1;28=1;34=1;46=1;225=1;238=0.5
1147	120=1;221=0.5;225=1
1148	120=1;237=0.5
1149	27=1;34=1;82=1;180=1;225=1
1150	12=1;13=1;14=0.5;46=1;82=1;150=1;159=1
1151	38=0.5;86=1;150=0.5;219=1
1152	20=1;38=1;82=1;86=1;150=1;159=1
1153	24=1;25=1;28=1;46=1;62=1;150=1
1154	11=1;19=1;44=1;106=1;202=1
1155	19=1;44=1;57=1;106=1;202=1
1156	4=1;7=1;12=1;13=1;36=1;44=1;85=1;106=1;202=1;218=1
1157	24=1;26=1;28=1;30=1;93=1;106=1;202=1
1158	24=1;46=1;53=0.5
1159	12=1;20=1;46=1
1160	12=1;39=0.5;46=1;210=0.5
1161	28=1;46=1
1162	24=1;28=1;30=1;46=1
1163	28=1;46=1
1164	28=1;37=1;46=1
1165	1=1;103=1
1166	4=1;61=1;103=1;134=1;177=1;208=0.5
1167	14=1;26=1;79=1;81=1;103=1
1168	17=1;20=1;24=1;161=1
1169	23=1;38=1;46=1;64=1;82=1;91=1;150=1
1170	38=1;46=1;64=1;82=1;150=1
1171	64=1;91=1;100=1;101=1
1172	15=0.5
1173	29=1;120=1
1174	27=1
1175	12=1;22=1;64=1;82=1;91=1
1176	24=1;28=1;177=1
1177	11=1;37=1;38=1;60=1;84=1;109=1;132=1;211=1
1178	12=1;17=1;45=1;60=1;170=1;211=1
1179	24=1;25=1;28=1;37=1;60=1;73=1;82=1;109=1
1180	24=1;25=1;26=1;37=1;60=1;73=1;82=1;109=1;130=1
1181	12=1;13=1;19=1;22=1;46=1;57=1;89=0.5;163=1
1182	1=1;7=1;106=1;202=1
1183	4=1;7=1;67=1;106=1;202=1
1184	12=1;20=1;82=1;106=1;202=1
1185	17=1;20=1;36=1;82=1;106=1;202=1
1186	12=1;88=1
1187	24=1;25=1;26=1;73=1;88=1;130=1
1188	24=1;26=1;73=1;88=1;130=1
1189	24=1;26=1;73=1;88=1;130=1
1190	12=1;24=1;26=1;73=1;181=1
1191	1=1;3=1;82=1;111=1;119=1;171=1;223=0.5
1192	11=1;41=1;44=1;62=1;171=1
1193	4=1;57=0.5
1194	12=1;57=1;73=1
1195	200=0.5;216=1
1196	200=0.5;216=1
1197	4=1;8=1;162=1
1198	24=1;25=1;26=1;39=1;67=1;73=1;82=0.5;97=1;130=1;183=1
1199	24=1;26=1;28=1;38=1;48=1;66=1;82=1;86=1;87=1;130=1
1200	14=1;28=1;81=1
1201	128=1;147=1;188=1
1202	1=1;48=1;137=1
1203	4=1;7=1;48=1
1204	12=1;13=1;21=1;48=1;51=1;137=1
